ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
1,2,6,2.08469,30,18,174.33,0,2,0.94,1.67,91,73.62,19,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,503,393.97,0,0,0,0,0
1,1,8,2.91325,42,2,114.0,1,4,99.44,2.5,504,394.95,256,0,0,0,0
1,1,8,2.91325,42,2,114.0,1,4,99.44,2.5,505,395.95,257,0,0,0,0
1,1,1,0.0,1,1,869.0,1,4,16.77,12.0,506,396.95,258,1,1,1,1
1,1,1,0.0,1,1,869.0,1,4,13.91,12.0,507,397.95,259,1,1,1,1
1,3,4,1.57095,8,12,264.0,0,4,49.52,6.5,508,398.79,260,0,0,0,0
1,2,2,0.591673,7,0,371.5,0,3,53.09,12.5,7,6.3,1,0,0,0,0
1,2,3,0.32243099999999997,63,42,272.33,0,4,57.96,8.0,8,7.3,2,0,0,0,0
1,1,2,1.0,16,2,212.0,0,3,4.59,5.0,66,55.53,17,0,0,0,0
1,1,1,0.0,8,0,275.0,0,2,0.54,8.0,92,74.53,20,0,0,0,0
1,1,12,3.3020300000000002,53,22,131.58,0,4,106.46,1.08,93,75.53,26,0,0,0,0
1,1,2,0.965636,21,2,143.5,0,2,25.88,4.0,94,76.53,27,0,0,0,0
1,1,1,0.0,1,1,598.0,0,4,0.37,19.0,449,355.08,290,0,0,0,0
1,3,5,1.56074,238,0,0.0,0,0,0.0,0.0,509,398.93,1,0,0,0,0
1,1,1,0.0,23,0,45.0,0,1,0.0,1.0,510,399.93,2,0,0,0,0
1,2,2,0.749595,37,5,261.5,0,3,3.98,8.0,95,77.35,21,0,0,0,0
1,1,1,0.0,2,2,51.0,0,2,92.42,5.0,450,355.3,291,0,0,0,0
1,2,3,0.68381,17,14,168.33,0,6,49.87,14.67,511,399.8,69,0,0,0,0
1,2,2,0.543564,16,16,692.5,0,5,10.88,18.0,512,400.78,261,0,0,0,0
2,4,5,1.61239,33,30,378.0,0,7,42.03,15.2,513,401.78,332,0,0,0,0
1,1,1,0.0,17,2,278.0,0,2,2.74,8.0,96,78.14,22,0,0,0,0
1,1,2,0.684038,10,1,581.5,0,6,21.2,22.5,514,402.37,71,0,0,0,0
1,1,1,0.0,9,0,778.0,0,5,16.02,19.0,515,403.37,72,0,0,0,0
1,1,1,0.0,20,17,337.0,1,1,78.87,2.0,516,404.36,263,0,0,0,0
1,1,1,0.0,20,17,337.0,1,1,78.87,2.0,517,405.36,264,0,0,0,0
1,1,1,0.0,43,0,598.0,0,4,2.26,20.0,518,406.35,265,1,0,0,0
10,10,10,3.18083,13,13,45.2,0,6,96.4,3.8,519,407.25,222,0,0,0,0
10,10,10,3.18083,13,13,45.2,0,6,99.87,3.8,520,408.25,232,0,0,0,0
1,1,1,0.0,2,2,32.0,0,3,0.0,8.0,521,409.25,43,0,0,0,0
1,1,2,0.617152,78,7,122.0,0,3,46.71,3.5,522,410.21,266,0,0,0,0
1,1,1,0.0,0,4,25.0,0,2,169.78,3.0,451,354.64,292,0,0,0,0
1,1,1,0.0,14,4,62.0,0,4,70.0,6.0,452,355.6,293,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,523,410.35,0,0,1,0,0
21,21,22,4.43661,24,22,196.41,0,12,16.75,5.23,524,411.15,704,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,525,412.15,0,0,0,0,0
3,7,18,3.4902599999999997,12,1156,67.28,0,6,60.66,1.5,526,412.45,293,0,0,0,0
1,1,1,0.0,10,1,1819.0,0,4,10.15,35.0,453,354.35,294,0,0,0,0
1,1,3,0.930586,57,12,896.0,0,6,80.08,11.0,454,355.33,295,1,1,1,1
1,13,16,3.92555,89,12,213.25,0,5,80.62,4.25,455,356.31,296,1,1,1,1
1,1,3,1.55459,10,2,113.67,0,3,122.71,3.0,456,357.31,11,1,0,0,0
1,3,3,1.43537,7,4,227.67,0,6,75.64,14.33,527,411.72,269,0,0,0,0
1,1,1,0.0,4,1,129.0,0,3,173.23,4.0,457,357.69,13,0,0,0,0
1,1,2,0.9991709999999999,108,10,163.5,0,3,52.78,3.5,458,358.49,297,0,0,0,0
1,7,14,2.75356,296,35,414.71,0,6,66.25,5.0,459,359.48,298,1,0,0,0
1,1,1,0.0,2,1,916.0,0,8,11.28,54.0,460,360.46,15,0,0,0,0
1,2,2,0.602431,34,0,30.0,0,2,31.87,2.5,461,361.41,5,0,0,0,0
1,1,1,0.0,5,0,917.0,0,8,0.09,55.0,462,362.39,16,0,0,0,0
1,2,2,0.585873,40,24,313.5,0,5,48.85,7.5,25,20.33,19,0,0,0,0
1,1,1,0.0,11,19,183.0,0,1,1.51,4.0,26,21.26,20,0,0,0,0
1,7,34,4.602130000000001,1802,2074,98.44,0,4,8.13,1.09,97,77.76,23,0,0,1,1
1,2,8,2.48124,345,0,0.0,0,0,0.0,0.0,98,78.76,24,0,0,0,0
1,1,1,0.0,33,19,491.0,0,5,13.81,20.0,99,79.76,39,1,0,0,0
1,1,2,0.9331450000000001,569,305,152.5,0,1,7.92,1.0,100,80.73,1,0,0,0,0
1,2,2,0.90117,41,0,105.5,0,1,0.24,0.5,101,81.72,25,0,0,0,0
1,1,1,0.0,16,4,163.0,0,1,0.01,2.0,102,82.72,26,0,0,0,0
1,1,1,0.0,2,1,226.0,0,2,0.27,6.0,103,83.72,27,0,0,0,0
1,2,2,0.755375,23,23,183.0,0,2,7.05,4.0,104,84.71,28,0,0,0,0
1,1,1,0.0,13,2,175.0,0,1,0.93,5.0,27,22.21,21,0,0,0,0
1,1,1,0.0,3,2,102.0,0,1,44.63,2.0,28,23.21,22,0,0,0,0
1,1,1,0.0,1,0,135.0,0,4,17.53,5.0,29,24.21,2,0,0,0,0
1,2,3,1.40347,75,44,239.33,0,5,64.19,4.67,30,25.16,23,0,0,0,0
1,2,2,0.468996,10,10,189.5,0,1,3.18,2.0,105,85.15,29,0,0,0,0
1,2,5,1.7662799999999999,103,40,58.4,0,1,3.48,0.4,106,85.96,30,0,0,0,0
1,1,1,0.0,1,1,48.0,0,1,0.01,2.0,107,86.96,31,0,0,0,0
1,2,3,1.1381,21,21,204.0,0,2,4.15,3.33,108,87.92,32,0,0,0,0
1,2,4,1.19916,92,11,43.25,0,1,8.3,0.5,109,88.78,33,0,0,0,0
1,1,2,1.0,4,4,59.0,0,1,0.01,1.5,110,89.77,34,0,0,0,0
1,3,3,0.854408,156,118,192.0,0,2,2.15,3.67,111,90.73,35,0,0,0,0
1,1,2,1.0,14,6,87.0,0,2,5.29,4.0,112,91.73,36,0,0,0,0
1,1,1,0.0,23,4,376.0,0,1,168.16,2.0,130,99.29,116,1,0,1,1
1,1,1,0.0,95,0,0.0,0,0,0.0,0.0,131,100.28,3,0,0,0,0
1,1,1,0.0,47,0,0.0,0,0,0.0,0.0,3,2.19,0,0,0,0,0
1,2,4,1.85,48,26,131.25,0,2,1.4,2.75,113,92.49,37,0,0,0,0
1,1,1,0.0,7,0,370.0,0,3,38.06,6.0,463,356.54,299,0,0,0,0
1,1,3,1.48911,111,39,290.0,0,4,38.7,11.33,528,403.84,270,1,1,1,1
1,1,3,1.48911,111,39,290.0,0,4,38.7,11.33,529,404.83,271,0,0,0,0
1,1,1,0.0,5,3,402.0,0,3,79.97,7.0,530,405.82,272,0,0,0,0
1,1,1,0.0,5,3,402.0,0,3,79.97,7.0,531,406.82,273,0,0,0,0
1,1,2,0.371232,9,19,99.0,0,4,41.29,7.0,532,407.66,274,0,0,0,0
1,1,1,0.0,11,1,306.0,0,4,62.83,16.0,533,408.6,275,0,0,0,0
1,1,1,0.0,1,1,63.0,0,3,83.54,7.0,534,409.58,276,1,1,1,1
1,1,1,0.0,57,0,0.0,0,0,0.0,0.0,4,3.18,1,0,0,0,0
1,1,2,0.322757,18,16,959.5,0,4,37.01,10.5,535,410.16,277,1,1,1,1
1,1,1,0.0,16,16,460.0,0,5,9.69,13.0,536,411.12,27,1,0,1,1
1,1,1,0.0,8,1,334.0,0,6,65.27,15.0,537,412.1,28,0,0,0,0
1,1,2,0.997294,22,27,96.5,0,4,77.59,6.0,538,413.03,278,0,0,0,0
1,1,2,1.0,32,0,52.0,0,1,0.99,1.0,114,93.22,38,0,0,0,0
1,1,2,0.9960959999999999,0,136,68.0,0,2,0.02,1.5,115,94.21,39,0,0,0,0
1,1,1,0.0,0,38,38.0,0,1,65.25,1.0,539,413.91,5,0,0,0,0
1,1,1,0.0,0,14,14.0,0,1,65.26,1.0,540,414.9,6,0,0,0,0
1,1,1,0.0,0,5,5.0,0,1,65.26,1.0,541,415.9,7,0,0,0,0
1,1,1,0.0,9,2,922.0,0,8,10.18,56.0,542,416.9,45,0,0,0,0
1,1,1,0.0,24,1,449.0,1,2,11.44,19.0,543,417.82,279,0,0,0,0
1,1,2,1.0,2,2,31.0,0,2,88.41,1.5,544,418.78,280,0,0,0,0
1,1,1,0.0,15,18,214.0,0,2,11.5,3.0,545,419.77,281,0,0,0,0
1,1,1,0.0,4,1,285.0,0,4,64.38,17.0,546,420.63,282,1,0,0,0
1,1,1,0.0,6,2,211.0,0,2,0.16,4.0,547,421.62,283,0,0,0,0
1,3,7,2.53831,11,11,131.57,0,2,90.95,0.71,548,422.62,284,0,0,0,0
1,2,2,0.799759,44,26,399.0,0,3,11.09,3.0,549,423.18,285,0,0,0,0
1,3,4,1.6707400000000001,126,13,219.0,0,5,92.81,6.5,550,424.1,286,1,0,1,1
1,3,6,0.566509,5,25,108.83,0,8,85.05,7.83,551,425.08,287,0,0,0,0
1,1,1,0.0,13,1,133.0,1,3,18.97,14.0,552,426.07,288,0,0,0,0
1,3,6,1.9688400000000001,95,86,210.17,0,4,54.72,5.5,553,426.72,289,1,1,1,1
1,1,1,0.0,4,2,488.0,0,8,0.4,44.0,554,427.72,290,0,0,0,0
1,3,10,2.32199,1308,2,0.2,0,1,37.09,0.1,555,428.71,291,1,0,1,1
1,2,3,1.54874,59,7,282.33,1,4,80.96,10.0,556,429.35,292,1,1,1,1
1,2,3,1.54874,59,7,282.33,1,4,80.99,10.0,557,430.32,293,1,1,1,1
1,1,7,2.05239,207,130,172.43,1,1,0.32,0.14,558,431.3,294,0,0,1,1
1,1,1,0.0,2,1,628.0,0,1,0.08,2.0,559,432.23,295,0,0,1,1
1,1,1,0.0,9,1,257.0,1,1,144.93,1.0,560,433.23,296,0,0,0,0
1,1,1,0.0,9,1,257.0,1,1,144.93,1.0,561,434.23,297,0,0,0,0
1,1,1,0.0,8,1,264.0,0,1,3.75,3.0,116,94.68,40,0,0,0,0
1,2,2,0.9852280000000001,4,3,175.0,0,1,2.45,4.0,117,95.68,41,0,0,0,0
1,1,1,0.0,13,8,79.0,0,1,0.0,6.0,118,96.68,42,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,9,7.89,0,0,0,0,0
1,1,1,0.0,1,1,168.0,1,2,131.6,5.0,464,354.47,0,0,0,0,0
1,1,1,0.0,1,0,243.0,0,2,131.6,3.0,465,355.47,1,0,0,0,0
1,1,1,0.0,1,1,131.0,0,1,0.12,1.0,466,356.44,0,0,0,0,0
1,2,7,2.30156,36,36,239.29,0,1,0.13,0.14,467,357.42,1,0,0,0,0
1,1,1,0.0,3,3,69.0,1,3,143.74,6.0,468,358.41,300,0,0,0,0
1,2,8,2.16811,3,3091,433.88,0,5,163.36,5.0,562,434.31,298,0,0,0,0
21,21,22,4.45943,22,22,196.41,0,12,33.53,5.23,563,435.27,764,0,0,0,0
1,1,1,0.0,1,1,1841.0,0,4,13.2,37.0,132,100.17,117,0,0,0,0
1,1,2,0.391244,3,10,189.0,0,2,8.88,6.5,119,97.48,43,0,0,0,0
1,2,21,4.39229,1566,0,0.0,0,0,0.0,0.0,120,98.45,2,0,0,0,0
1,2,21,4.39232,21,21,74.57,0,1,0.02,0.05,121,99.45,3,0,0,0,0
1,2,2,0.646252,101,2,267.5,0,2,6.04,5.0,122,100.42,44,0,0,0,0
1,2,4,1.32912,67,23,633.5,0,5,38.11,13.0,469,358.82,301,1,0,0,0
1,1,1,0.0,1,1,89.0,0,3,0.0,5.0,470,359.82,302,0,0,0,0
1,1,2,0.9380620000000001,88,22,1204.5,0,5,0.02,25.5,471,360.81,303,0,0,0,0
1,1,1,0.0,3,0,145.0,0,3,77.85,11.0,472,361.76,304,0,0,0,0
1,1,1,0.0,4,1,210.0,0,4,28.85,10.0,473,362.75,305,0,0,0,0
1,1,1,0.0,39,24,325.0,0,1,1.08,1.0,564,435.48,0,0,0,0,0
1,3,29,4.20945,2,1880,124.55,0,5,100.11,1.66,565,436.46,300,0,0,0,0
1,5,15,3.77356,15,15,143.4,0,4,1.33,1.93,566,437.45,301,0,0,0,0
1,1,24,4.22475,0,1872,78.0,0,4,133.19,1.29,567,438.45,302,0,0,0,0
1,1,12,2.7715099999999997,1507,0,0.0,0,0,0.0,0.0,568,439.45,303,0,0,0,0
1,4,7,2.1513400000000003,95,207,195.86,1,4,76.92,4.86,569,440.43,304,1,1,1,1
1,1,1,0.0,24,1,442.0,1,2,102.94,18.0,570,441.42,305,0,0,0,0
1,1,1,0.0,8,2,179.0,0,1,1.16,1.0,571,442.39,1,0,0,0,0
1,1,1,0.0,15,1,1169.0,0,6,70.13,43.0,474,363.59,306,1,0,0,0
1,3,4,1.54225,133,8,121.5,0,6,17.52,10.75,475,364.56,307,0,0,0,0
1,1,7,2.80735,7,7,33.71,0,1,34.74,0.14,123,101.27,4,0,0,0,0
1,1,2,1.0,2,2,98.5,0,3,2.59,3.0,572,442.91,306,0,0,0,0
1,1,2,1.0,2,2,98.5,0,3,2.56,3.0,573,443.91,307,0,0,0,0
1,1,1,0.0,3,2,44.0,0,1,5.8,1.0,574,444.48,308,0,0,0,0
1,1,1,0.0,3,2,44.0,0,1,5.8,1.0,575,445.48,309,0,0,0,0
1,1,1,0.0,23,4,113.0,0,1,80.69,1.0,576,446.42,6,0,0,0,0
1,1,1,0.0,3,3,929.0,0,8,4.89,57.0,577,447.33,47,0,0,0,0
1,2,2,0.979211,248,0,0.0,0,0,0.0,0.0,578,448.19,0,0,0,0,0
1,3,20,3.9892800000000004,4272,0,0.0,0,0,0.0,0.0,579,449.19,0,0,0,0,0
1,1,1,0.0,30,0,382.0,0,5,1.17,41.0,580,450.18,310,0,0,0,0
3,7,7,2.41187,298,298,86.0,0,6,20.49,2.14,583,453.16,8,0,0,0,0
1,5,20,3.9929900000000003,1376,1376,69.05,0,1,2.45,0.05,584,454.16,4,0,0,0,0
1,2,4,1.9748299999999999,427,4,1.0,0,1,65.52,0.25,586,456.0,24,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,587,456.97,0,0,0,0,0
1,1,1,0.0,899,904,929.0,0,8,0.58,58.0,67,53.59,13,0,0,0,0
1,1,1,0.0,3,3,924.0,0,8,0.06,59.0,68,54.58,14,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,11,9.81,0,0,0,0,0
1,1,1,0.0,243,0,0.0,0,0,0.0,0.0,12,10.81,1,0,0,0,0
1,1,2,1.0,8,4,16.5,0,1,3.2,0.5,13,11.81,2,0,0,0,0
1,1,1,0.0,30,16,113.0,0,3,79.78,16.0,476,364.03,6,0,0,0,0
1,2,7,2.72776,60,8,256.86,0,4,52.62,4.86,477,365.01,308,1,0,1,1
1,1,1,0.0,8,2,869.0,1,4,21.91,14.0,589,458.07,313,1,1,1,1
1,1,1,0.0,8,2,869.0,1,4,21.91,14.0,590,459.07,314,1,1,1,1
1,2,3,0.797822,217,0,126.67,0,3,101.14,2.67,591,460.07,77,0,0,0,0
1,2,3,0.797822,217,0,127.33,0,3,55.18,3.0,592,461.04,78,0,0,0,0
1,2,17,3.90751,720,0,0.0,0,0,0.0,0.0,478,365.53,309,0,0,0,0
2,2,4,0.0,0,0,25.0,0,1,121.55,1.0,479,366.52,334,0,0,0,0
1,3,54,5.37819,6012,0,0.0,0,0,0.0,0.0,480,367.52,311,0,1,0,0
1,1,1,0.0,11,0,412.0,0,5,1.45,42.0,481,368.52,312,0,0,0,0
1,1,1,0.0,45,7,924.0,0,8,0.98,60.0,482,369.51,17,0,0,0,0
1,5,69,5.63424,1,6029,92.32,0,10,140.3,1.13,483,370.51,25,0,0,0,0
1,1,1,0.0,26,2,193.0,0,4,69.92,17.0,484,371.24,313,1,0,0,0
11,11,11,3.03064,2,14,179.82,0,8,26.21,8.09,69,55.21,40,0,0,0,0
1,1,2,0.8314739999999999,54,3,157.5,0,3,24.81,4.0,485,369.98,314,0,0,1,1
1,4,10,2.34853,299,58,102.4,0,2,4.66,1.2,124,100.97,45,0,0,0,0
1,3,5,1.8799599999999999,4,5,154.6,0,2,0.01,1.8,125,101.97,46,0,0,0,0
1,1,1,0.0,2,2,152.0,0,2,0.01,4.0,126,102.96,47,0,0,0,0
1,1,1,0.0,1,1,401.0,0,2,0.02,7.0,127,103.96,48,0,0,0,0
1,1,3,0.9370930000000001,21,15,68.33,0,3,167.79,3.0,593,457.96,79,0,0,0,0
1,1,3,0.9370930000000001,21,15,68.33,0,1,3.79,0.33,594,458.95,315,0,0,0,0
1,1,3,1.33277,132,89,145.33,0,3,114.77,3.67,595,459.95,30,0,0,0,0
1,1,3,1.33277,132,89,145.33,0,3,114.77,3.67,596,460.95,31,1,0,1,1
1,2,3,1.10885,82,14,266.67,1,3,133.24,2.67,597,461.94,316,0,0,0,0
1,3,4,1.22995,84,14,305.5,1,6,100.38,12.5,598,462.94,317,1,1,1,1
1,1,1,0.0,27,2,71.0,0,3,122.52,8.0,599,463.93,318,0,0,0,0
1,1,1,0.0,27,2,71.0,0,3,122.53,8.0,600,464.93,319,0,0,0,0
1,1,2,0.8112779999999999,5,3,178.5,0,4,94.62,7.0,601,465.93,320,0,0,0,0
1,1,2,0.8112779999999999,5,3,182.0,0,4,58.15,7.5,602,466.93,321,0,0,0,0
1,1,1,0.0,1,1,94.0,0,2,122.53,6.0,603,467.93,322,0,0,0,0
1,1,1,0.0,1,1,94.0,0,2,122.53,6.0,604,468.93,323,0,0,0,0
1,1,1,0.0,136,2,86.0,0,3,194.1,5.0,605,469.93,324,0,0,0,0
1,1,1,0.0,136,2,86.0,0,3,194.1,5.0,606,470.93,325,1,0,1,1
1,1,1,0.0,4,0,92.0,0,2,117.53,3.0,607,471.93,326,0,0,0,0
1,1,1,0.0,4,0,92.0,0,2,117.53,3.0,608,472.92,327,0,0,0,0
1,1,3,0.925075,252,225,403.0,1,6,75.86,12.0,609,473.92,328,0,0,0,0
1,1,3,0.925075,252,225,403.0,1,6,75.86,12.0,610,474.92,329,1,1,1,1
1,1,1,0.0,26,8,200.0,0,4,1.82,6.0,611,475.91,7,0,0,0,0
1,1,3,1.44117,32,31,1389.33,0,3,93.0,6.67,612,476.88,15,0,0,0,0
1,1,4,2.0,4,4,33.0,0,3,154.29,1.75,613,477.87,80,0,0,0,0
1,1,4,2.0,4,4,33.0,0,1,3.88,0.25,614,478.87,330,0,0,0,0
1,2,2,0.869138,29,2,141.0,0,3,5.46,6.0,128,104.78,49,0,0,0,0
1,1,1,0.0,4,0,232.0,0,3,0.01,13.0,129,105.78,50,0,0,0,0
1,1,1,0.0,1,0,424.0,0,5,0.27,45.0,486,370.3,315,0,0,0,0
1,1,1,0.0,2,0,425.0,0,5,0.1,46.0,487,371.23,316,0,0,0,0
1,1,4,1.60751,48,5,86.75,0,4,115.72,3.25,488,372.22,317,1,0,1,1
1,1,1,0.0,1,1,962.0,0,8,4.17,61.0,489,373.22,18,0,0,0,0
1,2,2,0.9182959999999999,9,9,352.0,0,5,67.01,15.5,615,479.5,331,1,0,1,1
1,2,2,0.9182959999999999,9,9,348.5,0,5,69.2,15.0,616,480.5,332,0,0,0,0
10,10,32,4.24595,0,5265,164.53,0,13,108.95,5.41,617,481.45,651,0,0,0,0
1,2,17,3.07222,1057,0,39.18,0,1,4.16,0.12,130,106.6,5,0,0,0,0
3,4,4,1.32427,105,1,247.75,0,8,9.26,17.75,618,481.86,98,0,0,0,0
1,1,8,3.0,152,144,131.0,0,1,0.12,0.13,131,107.57,6,0,0,0,0
1,1,8,3.0,144,144,132.0,0,1,0.01,0.25,132,108.57,7,0,0,0,0
1,1,8,3.0,144,144,132.0,0,1,0.06,0.38,133,109.55,8,0,0,0,0
1,1,8,3.0,0,1056,132.0,0,1,0.23,0.5,134,110.49,9,0,0,0,0
1,1,1,0.0,1,1,968.0,0,8,0.41,63.0,619,482.42,50,0,0,0,0
2,2,2,1.0,2,2,516.5,0,8,17.89,32.5,620,483.42,79,0,0,0,0
1,1,1,0.0,2,1,307.0,0,4,8.11,18.0,621,484.31,334,0,0,0,0
1,1,1,0.0,2,1,314.0,0,4,10.58,19.0,622,485.28,335,0,0,0,0
1,2,2,0.9910760000000001,40,23,159.0,0,2,114.89,11.0,623,486.24,25,0,0,0,0
1,2,2,0.9910760000000001,40,23,159.0,0,2,114.89,11.0,624,487.24,26,0,0,0,0
1,1,1,0.0,14,1,144.0,0,3,49.37,14.0,625,488.2,82,0,0,0,0
1,1,1,0.0,3,2,221.0,0,5,147.09,24.0,135,111.27,2,0,0,0,0
2,2,2,0.8112779999999999,6,2,697.5,0,8,1.35,46.0,70,55.71,26,0,0,0,0
1,1,1,0.0,0,4,968.0,0,8,0.23,65.0,626,488.32,52,0,0,0,0
1,3,6,2.0996200000000003,131,151,130.5,0,7,62.64,8.0,627,489.31,83,0,0,0,0
1,1,2,0.0,0,0,53.5,0,3,60.74,2.0,628,490.31,84,0,0,0,0
1,2,1,0.0,0,0,0.0,0,1,212.93,1.0,629,491.31,85,0,0,0,0
1,1,1,0.0,2,0,222.0,0,5,0.75,25.0,19,14.01,0,0,0,0,0
1,2,5,1.5687799999999998,97,112,170.6,0,4,46.07,6.2,630,491.69,336,1,1,1,1
1,1,1,0.0,0,1,431.0,0,5,0.95,48.0,490,371.99,318,0,0,0,0
1,1,1,0.0,2,2,38.0,0,2,122.53,3.0,491,372.91,319,0,0,0,0
1,1,1,0.0,2,2,99.0,0,1,78.87,1.0,492,373.9,13,0,0,0,0
1,11,32,4.58729,83,82,40.16,0,3,67.86,0.94,493,374.85,320,0,0,0,0
1,1,1,0.0,63,88,430.0,0,5,0.17,49.0,494,375.85,321,0,0,0,0
1,2,2,0.522559,16,1,352.5,0,5,38.08,11.0,495,376.84,14,0,0,0,0
1,4,5,1.52714,20,11,305.0,1,6,19.74,10.2,496,377.74,322,1,0,0,0
1,1,1,0.0,3,3,964.0,0,8,1.02,66.0,497,378.74,19,0,0,0,0
1,1,1,0.0,1,0,405.0,0,5,0.2,50.0,631,492.14,337,0,0,0,0
1,1,1,0.0,3,2,964.0,0,8,0.16,67.0,498,379.61,20,0,0,0,0
1,1,1,0.0,1,1,406.0,0,5,0.63,51.0,499,380.18,323,0,0,0,0
1,1,1,0.0,1,1,406.0,0,5,0.2,52.0,500,381.02,324,0,0,0,0
1,1,1,0.0,1,1,965.0,0,8,0.77,68.0,501,381.99,21,0,0,0,0
1,1,1,0.0,17,0,226.0,0,3,110.18,7.0,502,380.89,325,0,0,0,0
1,1,1,0.0,6,0,299.0,0,4,11.5,19.0,503,381.86,326,1,0,1,1
1,1,1,0.0,14,36,965.0,0,8,4.26,69.0,632,487.69,53,0,0,0,0
1,1,2,1.0,4,0,46.0,0,1,114.23,1.0,504,381.33,327,0,0,0,0
1,1,1,0.0,69,0,0.0,0,0,0.0,0.0,505,382.29,328,1,0,0,0
1,2,6,1.8980599999999999,542,0,0.0,0,0,0.0,0.0,633,488.31,338,0,0,0,0
1,1,1,0.0,5,0,133.0,0,3,127.72,13.0,634,489.3,339,0,0,0,0
1,2,6,1.8980599999999999,542,0,0.0,0,0,0.0,0.0,635,490.3,340,0,0,0,0
1,1,1,0.0,5,0,145.0,0,3,18.45,15.0,636,491.3,341,0,0,0,0
1,1,1,0.0,13,1,138.0,1,3,0.02,14.0,637,492.29,342,0,0,0,0
1,1,1,0.0,11,2,314.0,0,1,0.02,1.0,638,493.29,343,0,0,0,0
1,1,1,0.0,11,2,314.0,0,1,0.01,1.0,639,494.29,344,0,0,0,0
1,1,1,0.0,43,39,1863.0,1,4,15.82,40.0,506,383.23,329,1,0,0,0
1,3,15,3.1589,1114,216,194.8,0,2,44.56,0.8,133,97.74,118,1,1,1,1
1,1,1,0.0,0,261,261.0,0,1,90.98,1.0,134,98.73,119,0,0,0,0
1,1,1,0.0,1,1,99.0,0,1,6.12,2.0,507,383.95,14,0,0,0,0
1,1,1,0.0,1,1,52.0,0,1,84.9,3.0,508,384.95,15,0,0,0,0
1,1,1,0.0,0,276,276.0,0,2,14.9,2.0,135,99.68,120,0,0,0,0
1,1,1,0.0,154,0,0.0,0,0,0.0,0.0,136,100.68,121,1,1,1,1
1,1,1,0.0,1,0,857.0,0,4,10.12,16.0,137,101.58,122,0,0,0,0
1,2,2,0.173781,90,64,173.0,0,2,128.94,9.5,509,385.33,7,0,0,0,0
1,4,4,0.365029,92,66,100.0,0,2,127.75,5.75,510,386.32,8,0,0,0,0
1,1,2,0.43677,110,1,48.5,0,3,18.19,6.0,511,387.22,26,0,0,0,0
1,1,1,0.0,16,12,78.0,0,1,114.94,4.0,512,388.15,330,0,0,0,0
1,2,6,2.4145,368,60,333.5,0,6,28.65,9.17,513,389.15,331,1,1,1,1
1,1,1,0.0,1,0,92.0,0,1,0.84,1.0,514,389.45,332,1,0,1,1
1,1,4,2.0,8,8,34.5,0,1,3.17,0.25,515,389.65,333,0,0,0,0
1,3,7,2.4551,78,20,409.43,0,5,67.06,7.86,516,390.64,334,1,0,0,0
1,1,1,0.0,1,0,840.0,0,5,33.92,28.0,517,391.64,335,1,1,1,1
1,1,1,0.0,10,0,0.0,0,0,0.0,0.0,518,392.64,336,0,0,0,0
1,1,3,1.3109600000000001,119,0,0.0,0,0,0.0,0.0,519,393.64,337,1,0,0,0
1,1,1,0.0,5,1,82.0,0,1,2.7,5.0,520,393.92,338,0,0,0,0
1,1,1,0.0,0,1,86.0,0,1,0.15,6.0,521,394.79,339,0,0,0,0
1,3,4,1.82907,180,2,331.25,0,6,52.55,11.5,522,395.79,340,1,0,0,0
1,1,1,0.0,15,16,1212.0,0,6,0.07,47.0,523,396.73,341,1,0,0,0
1,1,1,0.0,2,3,93.0,0,1,2.25,2.0,524,397.58,342,0,0,0,0
1,1,1,0.0,1,4,113.0,0,4,108.17,8.0,640,490.53,345,0,0,0,0
1,1,1,0.0,0,1,320.0,0,4,89.01,11.0,641,491.52,346,0,0,0,0
1,1,1,0.0,1,7,943.0,0,8,4.9,70.0,642,492.49,54,0,0,0,0
1,1,1,0.0,4,0,406.0,0,5,9.24,53.0,643,493.43,347,0,0,0,0
1,2,2,0.884484,50,26,380.5,0,3,173.59,2.5,644,493.55,348,0,0,0,0
1,1,1,0.0,0,6,297.0,0,3,0.0,6.0,645,494.55,349,0,0,0,0
1,1,1,0.0,0,6,823.0,0,8,13.1,49.0,646,495.47,55,0,0,0,0
1,3,5,1.6641400000000002,64,12,180.2,0,3,111.88,2.2,647,496.43,50,0,0,0,0
1,1,1,0.0,14,8,307.0,0,2,19.89,4.0,15,13.2,4,0,0,0,0
1,1,1,0.0,1,1,122.0,0,2,19.9,2.0,16,14.2,5,0,0,0,0
21,31,35,3.89036,140,76,187.57,0,12,51.99,4.31,648,496.95,871,0,1,0,0
23,32,33,4.8476099999999995,107,107,147.21,0,10,31.33,5.97,649,497.91,842,0,0,0,0
1,2,10,1.76017,854,0,0.0,0,0,0.0,0.0,5,3.94,0,0,0,0,0
1,5,8,2.67689,60,1,366.38,1,5,52.05,8.0,650,498.08,352,1,0,0,0
