ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
1,1,1,0.0,1,0,67.0,0,2,328.55,3.0,1667,1159.71,929,0,0,0,0
1,1,1,0.0,1,1,50.0,0,1,291.26,1.0,1668,1160.71,930,0,0,0,0
1,2,4,1.95425,10,7,150.0,0,7,5.75,12.0,1148,747.92,746,0,0,0,0
2,3,3,1.52193,5,5,394.67,0,7,3.98,37.0,1149,748.87,1104,0,0,0,0
1,2,2,1.0,5,3,185.0,0,4,11.54,10.0,1150,749.87,748,0,0,0,0
1,1,1,0.0,9,2,127.0,0,3,4.22,15.0,1669,1160.19,931,0,0,0,0
1,2,4,0.772783,13,134,91.5,0,3,9.85,6.25,1670,1161.18,932,0,0,0,0
1,7,8,2.43096,24,15,232.63,0,6,1.86,11.88,1151,750.61,358,0,0,0,0
1,3,5,1.8815,8,12,127.8,0,6,3.78,3.2,1152,751.61,749,0,0,0,0
1,1,1,0.0,10,7,124.0,0,4,3.96,10.0,1153,752.59,750,0,0,0,0
1,2,2,0.202249,95,0,212.5,0,6,1.97,21.0,1671,1161.91,933,0,0,0,0
1,1,2,0.11911600000000001,123,1,46.0,0,1,0.07,0.5,1672,1162.59,934,1,1,0,0
1,1,1,0.0,12,24,89.0,0,2,22.25,13.0,1673,1163.42,880,1,1,1,1
1,1,1,0.0,57,0,0.0,0,0,0.0,0.0,1674,1164.39,881,0,0,0,0
1,1,1,0.0,2,2,65.0,0,1,354.34,2.0,1675,1165.36,935,0,0,0,0
1,1,1,0.0,2,2,65.0,0,1,354.34,2.0,1676,1166.35,936,0,0,0,0
1,1,1,0.0,3,2,71.0,0,1,0.79,3.0,1154,752.59,751,0,0,0,0
1,2,3,0.465296,39,50,166.67,0,9,31.79,9.0,1155,753.41,752,0,0,0,0
1,1,1,0.0,10,7,123.0,0,3,211.84,4.0,1156,754.4,753,0,0,0,0
1,2,2,0.15649100000000002,36,52,174.5,0,6,60.88,9.5,1157,755.38,754,0,0,0,0
2,3,3,1.32218,2,9,357.0,0,10,3.42,106.0,1158,756.37,804,0,0,0,0
1,1,1,0.0,1,1,52.0,0,1,298.97,1.0,1677,1165.61,54,0,0,0,0
1,4,6,2.24419,367,9,127.17,0,8,57.06,9.5,1159,756.84,756,0,0,0,0
2,5,7,2.48049,268,3,29.71,0,4,8.08,3.14,1678,1166.1,1819,0,0,0,0
1,1,1,0.0,0,1,41.0,0,1,0.0,1.0,1679,1167.09,938,0,0,0,0
2,17,51,5.4284300000000005,2,119,84.86,0,9,159.59,2.35,321,203.39,342,0,0,0,0
2,20,49,5.521059999999999,3,102,105.55,0,10,354.57,2.37,322,204.37,344,0,0,1,1
1,2,3,1.37796,16,3,131.67,1,8,17.08,20.67,1160,757.13,757,0,0,0,0
1,3,8,2.61984,273,3,30.88,0,4,8.04,2.38,1161,757.98,758,0,0,0,0
1,6,8,2.892,9,17,206.25,0,8,19.52,25.13,1680,1166.56,883,0,1,1,1
1,1,2,0.997503,15,2,56.0,1,5,337.05,4.0,1162,758.88,759,0,0,0,0
1,2,7,2.34326,9,8,90.86,0,4,354.19,3.86,1681,1167.32,884,0,0,0,0
1,1,1,0.0,4,4,72.0,0,2,1.29,4.0,1682,1168.31,939,0,0,0,0
1,1,2,0.23519299999999999,1,51,49.5,0,2,21.25,2.5,1683,1169.3,940,0,0,0,0
3,8,12,2.7976400000000003,20,528,280.75,0,10,151.84,16.25,1684,1170.29,1840,1,0,0,0
1,3,8,2.62573,251,2,32.38,0,4,21.45,1.88,1163,759.69,760,0,0,0,0
1,1,1,0.0,5,1,57.0,0,1,13.14,4.0,1685,1171.07,886,0,0,0,0
1,2,3,1.34859,11,0,86.67,0,6,89.79,7.0,1686,1170.32,887,0,0,0,0
1,3,3,1.1430799999999999,34,8,234.0,0,9,2.98,18.0,1164,759.1,761,0,0,0,0
1,3,3,1.23874,36,8,220.67,0,6,3.04,11.0,1165,759.97,762,0,0,0,0
2,9,13,3.14149,65,52,173.62,0,8,28.22,8.92,1687,1170.37,1830,1,0,0,0
1,4,6,2.5849599999999997,6,6,220.17,0,7,11.26,20.5,323,204.69,146,0,0,0,0
1,5,7,1.3169899999999999,179,2,150.43,1,6,18.76,12.71,1688,1167.35,889,1,1,1,1
1,1,2,0.99403,6,5,427.0,0,3,5.99,15.5,1166,758.07,763,0,0,0,0
1,3,4,1.41392,16,15,69.25,0,3,5.19,1.75,1167,759.07,764,1,1,0,0
1,1,1,0.0,1,1,106.0,0,2,158.17,3.0,1168,760.04,79,0,0,0,0
2,13,20,3.59746,896,23,52.85,0,11,6.62,9.5,1169,761.02,1124,1,1,1,1
1,1,1,0.0,1,1,106.0,0,2,303.59,2.0,1170,762.02,80,0,0,0,0
2,4,4,1.6543,28,9,340.25,0,8,36.29,28.0,1689,1167.54,1833,1,1,1,0
1,2,2,0.721928,3,2,311.5,0,4,31.55,10.0,1171,761.89,4,0,0,0,0
1,1,1,0.0,1,2,429.0,0,2,53.01,4.0,1172,762.87,5,0,0,0,0
1,2,2,0.380947,47,7,101.5,1,4,305.17,5.5,1173,763.78,766,0,0,0,0
1,1,1,0.0,1,1,37.0,0,1,105.1,1.0,1174,764.77,767,0,0,0,0
1,3,3,0.589626,48,8,80.0,1,3,238.47,3.0,1175,765.76,768,0,0,0,0
1,1,1,0.0,2,2,53.0,0,2,155.77,3.0,279,182.35,16,0,0,0,0
1,1,1,0.0,1,1,428.0,0,6,6.2,43.0,1690,1166.38,944,0,0,0,0
1,1,2,1.0,1,3,124.0,0,5,120.59,10.5,1691,1167.36,891,0,0,0,0
1,2,2,0.721928,7,8,502.5,0,8,0.94,37.5,1692,1168.35,892,0,0,0,0
1,1,1,0.0,5,0,672.0,0,9,5.57,293.0,280,183.27,16,0,0,0,0
1,1,1,0.0,1,1,677.0,0,9,0.0,294.0,281,184.27,17,0,0,0,0
3,5,5,2.19161,16,2,414.2,0,9,17.34,22.2,1176,765.79,787,0,0,0,0
1,2,2,0.9798690000000001,10,2,241.5,0,5,8.38,8.0,1693,1167.67,893,1,1,1,0
2,4,4,1.1847299999999998,162,3,356.75,0,7,55.46,25.75,1694,1168.35,1839,1,0,0,0
1,3,3,1.08159,158,4,369.0,0,6,149.44,25.67,1695,1169.28,895,0,0,0,0
1,3,3,1.07684,33,1,540.67,0,7,94.83,43.0,1696,1169.99,896,0,1,1,1
1,2,2,0.9182959999999999,8,1,631.0,0,6,66.17,48.5,1697,1170.94,897,0,0,0,0
1,1,2,1.0,4,4,42.0,0,2,133.77,3.0,1698,1170.3,946,0,0,0,0
1,2,2,0.543564,8,0,312.0,0,4,2.09,10.5,1177,764.84,6,0,0,0,0
2,5,6,2.22529,263,7,43.67,0,5,5.76,3.83,1178,765.83,835,0,0,0,0
1,2,2,0.9182959999999999,3,0,284.5,0,3,28.59,4.5,1179,766.83,7,0,0,0,0
1,6,11,2.8759799999999998,467,29,92.18,0,4,45.14,1.36,11,10.39,11,1,1,1,1
1,1,1,0.0,121,0,0.0,0,0,0.0,0.0,105,67.44,30,1,0,0,0
1,2,2,0.16649,122,0,234.5,1,7,52.25,24.5,106,68.44,31,0,0,0,0
2,6,22,4.12144,938,4,113.91,0,9,8.29,10.41,1699,1169.21,1845,1,1,0,0
3,9,9,1.8306,48,9,132.22,0,5,113.83,3.33,1700,1170.17,1067,0,0,0,0
1,1,1,0.0,5,5,156.0,0,4,13.17,5.0,12,11.37,12,0,0,0,0
3,8,8,1.7958900000000002,50,10,135.0,0,4,176.35,2.0,1701,1171.14,1070,0,0,0,0
1,1,1,0.0,1,1,118.0,0,1,1.8,1.0,1180,766.63,360,0,0,0,0
1,4,9,2.78432,209,208,166.44,0,4,0.74,1.89,1181,767.6,771,1,1,1,1
2,3,3,0.193661,158,2,344.33,0,8,1.52,23.33,1182,768.6,1133,0,0,0,0
2,5,5,2.1392599999999997,10,7,65.6,0,1,2.06,0.4,1183,769.5,839,0,0,0,0
1,3,3,1.42466,30,62,262.33,0,4,0.08,5.33,13,12.36,13,0,1,1,1
1,4,7,1.8729,212,26,251.57,0,8,16.2,19.43,1702,1171.63,899,1,1,0,0
1,2,2,0.954434,31,1,170.5,0,3,46.18,7.5,1703,1172.6,900,0,0,0,0
1,2,2,0.932112,60,9,185.5,0,3,0.08,8.0,1704,1173.41,901,1,1,1,1
1,1,1,0.0,4,4,234.0,0,4,10.32,15.0,1705,1174.39,950,0,0,0,0
2,3,5,1.74197,168,8,107.8,1,5,36.27,10.2,1706,1173.92,1853,1,0,0,0
1,1,1,0.0,25,0,130.0,0,5,29.04,22.0,1707,1174.9,952,0,0,0,0
1,1,1,0.0,25,0,134.0,0,6,35.95,18.0,1708,1175.89,953,0,0,0,0
1,1,1,0.0,159,0,0.0,0,0,0.0,0.0,1184,769.1,774,1,1,1,1
1,1,1,0.0,0,1,159.0,0,1,0.09,1.0,1709,1176.43,954,0,0,0,0
1,12,18,2.8698900000000003,70,192,278.17,0,10,49.71,19.61,1710,1174.79,903,1,1,1,1
1,2,2,0.721928,6,4,335.5,1,5,91.4,21.0,1711,1174.15,955,1,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,325,203.08,0,0,0,0,0
1,2,2,0.6997720000000001,12,25,316.0,0,4,2.75,12.0,1185,765.52,8,0,0,0,0
1,6,12,2.2856099999999997,379,0,3.33,0,4,0.04,1.5,1186,766.47,67,0,0,0,0
4,11,12,2.03127,467,83,203.33,0,9,35.88,27.58,1187,767.46,205,1,0,0,0
2,4,6,2.0232200000000002,12,8,95.33,0,6,190.33,5.5,1188,768.45,1137,0,0,0,0
1,6,44,5.12165,2210,42,13.14,0,5,9.2,0.61,282,182.95,146,0,0,0,0
1,2,2,0.6997720000000001,12,25,286.0,0,3,5.64,5.0,1189,768.6,9,0,0,0,0
1,2,2,0.721928,110,0,0.0,0,0,0.0,0.0,283,183.59,147,0,0,0,0
1,1,1,0.0,6,6,406.0,1,6,77.19,38.0,1190,767.78,776,0,0,0,0
1,4,4,0.686013,111,3,133.75,0,5,1.72,6.75,284,184.34,148,1,1,1,1
1,4,4,1.4650100000000001,32,5,430.0,1,9,38.21,27.0,285,184.97,100,0,0,0,0
1,2,5,1.9367900000000002,306,0,21.8,1,4,5.04,3.8,1712,1165.06,904,1,0,0,0
1,1,1,0.0,0,11,921.0,0,8,0.86,72.0,1713,1164.18,905,0,0,0,0
3,14,26,3.7938199999999997,74,230,159.85,0,10,113.58,12.12,1714,1164.93,1877,0,0,0,0
1,2,3,1.2607700000000002,7,10,79.33,1,4,67.91,8.0,1191,765.57,82,0,0,0,0
1,2,3,0.924575,19,159,81.67,0,4,302.25,3.0,1715,1165.85,957,0,0,0,0
1,2,2,0.5328350000000001,33,0,163.5,0,6,38.16,15.0,1716,1165.08,907,0,0,0,0
1,2,2,0.77935,6,7,268.0,1,3,102.43,5.0,1717,1163.95,908,0,1,1,1
2,6,10,1.89261,297,413,157.5,1,9,64.86,9.3,1718,1164.59,1867,1,1,1,1
1,1,1,0.0,102,0,0.0,0,0,0.0,0.0,1719,1165.58,959,0,0,0,0
2,3,3,1.33629,17,18,267.33,1,6,56.52,12.67,1720,1166.52,1870,0,0,0,0
1,2,2,0.908178,21,13,272.0,1,2,68.19,2.0,1721,1167.51,911,0,0,0,0
1,3,3,1.24454,29,7,203.0,1,2,0.04,5.0,1722,1168.48,912,1,1,0,0
1,2,2,0.984058,135,20,155.5,1,5,22.09,21.5,1723,1169.4,913,0,0,0,0
1,1,3,0.972767,21,25,440.67,0,8,28.33,35.33,1724,1168.92,961,1,1,1,0
1,2,3,1.44838,222,0,153.0,0,7,8.57,20.0,1725,1169.84,962,1,1,1,1
1,1,1,0.0,1,1,170.0,0,5,7.25,29.0,1726,1170.77,963,0,0,0,0
1,2,3,1.3869999999999998,199,1,143.0,0,5,40.9,12.67,1727,1171.75,964,0,0,0,0
1,3,3,1.06114,177,38,501.67,0,6,49.85,16.0,1192,762.71,363,1,0,0,0
1,3,4,1.7931700000000002,179,2,91.5,0,9,1.82,16.0,1193,763.7,777,0,0,0,0
1,3,9,3.12581,14,10,250.33,0,9,21.82,19.89,1728,1172.67,914,0,0,0,0
1,1,1,0.0,6,5,43.0,0,1,0.01,1.0,1194,764.68,778,0,0,0,0
1,3,4,1.76997,174,1,83.75,0,9,8.72,13.25,1195,765.57,779,0,0,0,0
1,2,3,0.87475,92,0,593.67,0,8,8.51,31.33,1729,1171.64,965,1,1,1,1
1,2,2,0.43561300000000003,76,2,611.5,0,8,4.25,38.5,1730,1172.42,915,0,0,0,0
2,3,4,1.8365900000000002,3,6,307.0,0,4,262.47,3.25,1196,765.21,787,0,0,0,0
1,1,1,0.0,0,23,157.0,0,7,8.35,33.0,1731,1173.23,966,0,0,0,0
1,1,1,0.0,23,0,134.0,0,7,0.09,34.0,1732,1174.02,967,0,0,0,0
1,1,1,0.0,4,7,157.0,0,7,0.01,35.0,1197,766.01,781,0,0,0,0
1,1,1,0.0,2,2,66.0,0,2,83.29,6.0,1198,766.99,782,0,0,0,0
1,1,1,0.0,3,6,165.0,0,8,75.4,28.0,1199,767.97,783,0,0,0,0
1,1,1,0.0,1,1,74.0,0,2,38.11,9.0,1200,768.96,784,0,0,0,0
1,2,3,1.5,4,4,50.0,0,1,238.73,1.0,1733,1174.74,968,0,0,0,0
1,3,5,2.32193,5,5,50.4,0,3,143.95,1.4,1734,1175.71,969,0,0,0,0
1,1,1,0.0,8,7,78.0,0,3,22.48,6.0,1735,1176.55,970,1,0,0,0
2,8,10,2.90365,42,24,233.2,0,10,76.75,19.2,327,201.67,351,1,1,1,1
1,3,3,1.26273,2,30,276.0,0,8,6.71,37.67,328,202.62,150,0,0,0,0
1,2,2,0.269828,62,3,101.5,0,5,0.1,11.5,1736,1176.33,916,0,0,0,0
1,2,3,0.887558,90,0,528.67,0,5,9.17,22.0,1737,1177.31,971,0,0,0,0
1,1,1,0.0,1,1,62.0,0,1,0.1,1.0,1738,1178.11,917,0,0,0,0
2,14,18,3.45874,334,57,337.33,0,10,45.73,24.67,1739,1179.11,1890,1,1,1,1
2,10,21,4.019019999999999,815,131,270.95,0,10,24.45,21.0,1740,1179.65,1892,1,1,1,1
1,2,3,1.40755,72,16,42.33,0,1,1.46,0.33,1201,768.55,785,0,0,0,0
2,4,4,1.8585599999999998,5,6,196.75,0,8,2.14,22.25,1202,769.54,1150,0,0,0,0
1,2,3,1.43559,74,16,40.67,0,1,1.42,0.33,1203,770.5,787,0,0,0,0
1,1,1,0.0,0,7,178.0,0,3,34.89,10.0,1741,1180.49,974,0,0,0,0
1,3,5,2.10449,0,111,382.4,0,9,86.71,43.4,1742,1181.49,920,0,0,0,0
2,4,9,2.69407,168,35,105.78,0,6,75.17,4.67,1743,1182.49,1896,1,0,1,1
1,1,1,0.0,38,18,80.0,0,1,0.06,1.0,1744,1183.34,976,0,0,0,0
1,1,1,0.0,1,1,234.0,0,6,61.34,57.0,89,61.95,71,1,1,1,1
2,5,8,2.75577,20,37,246.63,0,10,29.27,17.75,329,203.36,354,0,0,0,0
2,8,10,3.16623,11,54,232.4,0,10,28.31,24.5,330,204.33,356,1,1,1,1
2,9,11,3.3244599999999997,17,29,245.27,0,9,49.82,15.18,331,205.26,358,1,1,1,1
2,7,10,2.4262,233,21,213.1,1,9,29.93,21.8,1745,1182.62,1899,1,1,1,1
2,2,2,0.9182959999999999,6,6,50.0,0,1,0.88,0.5,1746,1183.61,1901,0,0,0,0
1,2,5,2.1280900000000003,8,6,585.2,0,9,53.09,46.2,1747,1184.42,924,0,0,0,0
1,1,1,0.0,1,0,373.0,0,9,3.23,65.0,1204,770.05,788,0,0,0,0
1,1,1,0.0,1,0,342.0,0,9,3.15,54.0,1205,771.04,789,0,0,0,0
2,11,22,3.1646099999999997,290,60,283.05,0,10,25.53,18.82,1748,1185.19,1904,1,1,1,1
2,4,5,2.12661,7,9,225.0,0,5,31.58,7.8,1749,1186.0,983,0,0,0,0
1,2,2,0.43609499999999995,86,3,75.5,1,3,13.68,4.5,1750,1186.98,926,0,0,0,0
1,1,2,0.998876,152,0,0.0,0,0,0.0,0.0,1751,1187.93,981,0,0,0,0
1,1,1,0.0,2,2,55.0,0,1,168.65,1.0,1206,771.19,790,0,0,0,0
1,3,3,1.32218,21,1,570.0,1,7,0.76,65.0,1752,1187.56,927,1,0,0,0
2,5,7,2.52182,18,11,98.57,0,6,90.38,6.57,332,205.65,360,0,1,1,1
2,4,12,3.38268,32,25,109.08,0,8,28.69,6.67,333,206.62,362,0,0,0,0
1,4,4,1.90435,8,20,241.0,0,8,69.79,29.5,334,207.59,156,0,0,0,0
1,4,4,1.55375,8,21,353.75,0,9,0.92,39.5,335,208.56,157,0,0,0,0
1,1,1,0.0,4,0,55.0,0,7,11.92,26.0,336,209.54,39,0,0,0,0
1,3,4,1.9328,5,12,251.75,0,8,0.75,36.75,337,210.46,158,0,0,0,0
2,4,5,1.76763,12,47,234.4,0,9,13.71,37.4,338,211.29,367,0,0,0,0
1,5,8,2.32567,30,28,247.88,0,9,5.96,22.13,339,212.24,160,1,1,1,1
1,1,1,0.0,22,7,232.0,0,7,295.19,38.0,340,212.87,161,0,0,0,0
2,5,6,2.45915,14,10,680.5,0,9,3.14,58.67,1207,767.95,1156,0,0,0,0
1,3,3,1.1449,78,1,23.67,1,1,42.25,0.33,1208,768.85,792,0,0,0,0
1,1,2,0.8112779999999999,24,0,76.0,0,2,0.25,1.0,1753,1181.45,982,0,0,0,0
1,2,2,0.987693,20,3,42.5,0,5,150.96,4.0,1209,769.57,793,1,1,0,0
1,1,3,0.660462,78,4,107.33,0,2,24.66,3.33,1754,1182.17,983,0,0,0,0
1,2,2,0.9182959999999999,6,6,44.5,0,2,90.43,1.0,1755,1183.12,984,0,0,0,0
1,5,9,2.85753,89,122,105.0,1,7,43.51,11.11,1210,770.29,794,0,1,1,1
2,4,4,1.73815,11,2,148.25,1,7,1.17,17.0,1211,771.21,1161,0,0,0,0
1,5,5,2.27426,92,34,135.0,1,7,165.24,14.6,1212,772.21,796,0,0,0,0
1,1,1,0.0,3,3,32.0,0,1,331.62,2.0,286,182.29,1,0,0,0,0
1,1,1,0.0,13,12,110.0,0,1,340.39,1.0,287,183.28,2,0,0,0,0
1,2,2,0.8112779999999999,11,5,73.0,0,1,49.09,3.0,1213,772.5,797,0,0,0,0
2,4,4,1.63544,24,13,104.0,0,6,125.98,12.0,1214,773.22,1165,0,0,0,0
1,2,8,2.77101,476,20,142.5,1,8,4.62,14.13,1756,1182.13,985,1,1,0,0
1,2,4,1.69327,226,2,227.5,0,7,17.92,15.5,1757,1182.58,986,1,1,1,1
1,2,6,2.4445200000000002,9,10,124.5,0,7,42.07,7.0,1758,1183.57,987,0,0,0,0
1,2,4,1.88925,7,8,126.5,0,7,177.1,7.25,1759,1184.57,988,0,0,0,0
1,3,4,1.62637,438,2,503.25,0,6,17.26,16.5,1760,1185.56,928,1,1,1,0
1,1,1,0.0,5,1,304.0,0,1,460.48,1.0,1215,773.79,5,0,0,0,0
1,1,1,0.0,5,1,304.0,0,1,460.5,1.0,1216,774.75,6,0,0,0,0
1,1,1,0.0,0,1,255.0,0,5,0.05,32.0,1761,1186.45,929,0,0,0,0
2,2,2,0.9226479999999999,136,15,326.0,0,5,0.34,16.0,1762,1186.0,987,1,1,1,1
1,1,1,0.0,1,1,100.0,0,1,0.01,1.0,1763,1186.98,58,0,0,0,0
1,2,4,1.94335,116,26,63.5,1,5,0.18,8.25,1764,1187.77,931,1,1,1,1
1,2,5,1.10065,101,3,95.8,0,8,26.73,12.0,1765,1188.44,989,0,0,0,0
2,4,11,3.1886,338,22,28.36,1,6,3.25,3.27,1766,1189.35,991,1,1,1,1
1,2,5,2.18911,31,10,246.8,0,8,12.08,27.2,1767,1190.14,933,1,0,0,0
1,1,1,0.0,1,0,321.0,0,7,0.04,84.0,90,62.12,19,0,0,0,0
1,1,2,0.371232,1,27,96.0,0,3,38.25,3.5,91,63.12,72,0,0,0,0
1,2,2,0.619382,8,5,317.5,0,7,53.69,27.5,1768,1190.99,934,0,0,0,0
1,1,1,0.0,1,1,61.0,0,2,74.42,11.0,1769,1191.95,935,0,0,0,0
1,1,1,0.0,8,3,307.0,0,7,0.14,69.0,1770,1192.81,936,0,0,0,0
1,5,15,3.05709,587,71,76.87,0,7,39.41,3.27,92,64.08,73,1,1,1,1
1,3,3,1.29974,11,7,212.67,0,9,24.63,23.67,93,65.06,74,0,0,0,0
1,1,1,0.0,56,0,0.0,0,0,0.0,0.0,1771,1192.83,937,0,0,0,0
1,2,8,2.93253,306,0,0.0,0,0,0.0,0.0,1772,1193.74,990,0,0,0,0
1,2,2,0.384312,79,1,186.5,1,7,6.88,14.5,35,17.69,19,0,0,0,0
1,2,2,0.371232,26,2,225.5,1,8,0.03,15.0,36,18.68,20,0,0,0,0
1,2,3,1.10714,74,17,124.67,1,6,39.13,12.67,37,19.68,21,0,0,0,0
3,7,7,2.80735,7,7,178.71,0,9,19.37,9.14,1217,773.04,1236,1,1,1,0
6,7,10,1.02062,264,271,271.7,0,9,351.36,36.7,341,212.22,389,0,0,0,0
2,6,16,3.01865,244,71,116.38,0,9,24.57,3.75,288,183.25,250,0,0,0,0
1,2,6,1.46062,305,4,91.33,0,3,0.24,0.83,1218,773.13,7,0,0,0,0
3,3,7,2.0341099999999996,1,768,114.43,0,5,567.86,1.71,1219,774.12,813,0,0,0,0
1,2,6,2.14693,152,41,120.67,0,6,90.24,7.83,1220,775.06,801,1,1,1,1
1,2,3,1.17375,110,14,35.67,0,3,121.16,2.33,1773,1192.51,938,1,1,0,0
1,2,2,0.512709,22,13,791.5,1,6,22.4,26.5,1774,1193.45,991,0,1,1,1
2,2,2,0.970951,8,2,142.5,0,5,25.17,16.0,1775,1194.42,1931,0,0,0,0
1,1,1,0.0,7,20,682.0,0,9,0.58,299.0,1221,775.81,51,0,0,0,0
1,3,7,2.45728,208,12,137.29,0,4,23.71,8.43,1776,1194.97,940,1,1,1,0
1,12,16,3.37655,472,36,69.94,0,5,226.24,1.75,1222,776.58,83,0,0,0,0
1,2,3,1.3995799999999998,6,9,164.0,0,6,0.34,11.0,1223,777.57,802,1,1,1,0
1,11,14,3.22377,463,23,66.64,0,5,254.3,1.57,1224,778.55,84,0,0,0,0
1,3,3,1.1666299999999998,62,1,281.33,1,8,2.72,38.0,1225,779.51,803,0,0,0,0
2,3,4,1.7329299999999999,144,0,17.0,0,5,25.22,3.0,1226,780.48,1173,0,0,0,0
1,2,2,0.468996,8,12,74.0,0,3,62.35,6.0,342,212.83,210,0,1,0,0
1,1,1,0.0,1,1,669.0,0,9,0.77,300.0,1227,780.69,52,0,0,0,0
2,5,5,1.88916,51,25,250.2,0,8,72.07,20.4,343,213.62,373,0,0,0,0
1,5,7,2.18865,352,0,29.57,0,3,95.68,2.86,1228,781.42,85,0,0,0,0
1,5,7,2.17293,336,0,29.57,0,4,105.25,2.29,1229,782.39,86,0,0,0,0
1,6,6,1.5474700000000001,125,8,80.67,0,6,30.98,5.33,1230,783.35,87,0,0,0,0
1,1,1,0.0,5,4,297.0,1,7,4.8,40.0,1231,784.27,805,0,0,0,0
1,1,1,0.0,114,0,0.0,0,0,0.0,0.0,1777,1193.43,993,0,0,0,0
1,2,3,1.25121,57,18,43.0,0,4,129.82,3.33,1232,785.05,88,0,0,0,0
1,1,1,0.0,0,1,71.0,0,1,318.84,1.0,1778,1194.31,941,0,0,0,0
1,2,2,0.1449,96,1,93.5,0,5,17.96,3.5,1779,1195.28,994,0,0,0,0
1,2,4,1.8067099999999998,174,8,28.5,0,1,0.03,0.25,1780,1196.16,995,0,0,0,0
1,2,2,0.9959790000000001,67,0,0.0,0,0,0.0,0.0,344,214.42,40,0,0,0,0
1,2,2,0.9959790000000001,67,0,0.0,0,0,0.0,0.0,345,215.41,41,0,0,0,0
1,3,4,1.2489700000000001,167,3,53.25,0,3,109.01,6.5,1233,785.2,89,0,0,0,0
1,3,4,1.23264,168,3,51.5,0,4,125.75,5.0,1234,786.19,90,0,0,0,0
1,1,1,0.0,5,7,82.0,0,2,50.77,2.0,1781,1195.69,996,0,0,0,0
1,1,1,0.0,4,3,117.0,0,5,154.96,10.0,1782,1196.59,942,0,0,0,0
1,1,1,0.0,32,22,216.0,0,5,1.28,21.0,1783,1197.08,943,0,0,0,0
1,1,1,0.0,94,0,0.0,0,0,0.0,0.0,1784,1196.39,944,0,0,0,0
1,1,1,0.0,11,0,275.0,0,2,14.77,12.0,1785,1197.28,945,0,0,0,0
1,1,1,0.0,0,69,69.0,0,1,2.78,1.0,1235,785.47,91,0,0,0,0
1,3,4,1.44143,103,13,169.5,0,3,15.99,11.25,1786,1198.22,946,0,1,1,1
2,7,8,1.96314,525,26,142.25,0,7,9.0,10.0,1787,1199.08,1944,1,1,1,1
1,1,1,0.0,54,0,238.0,0,1,0.17,1.0,1788,1199.7,948,0,0,0,0
1,4,4,1.97987,24,0,26.75,0,7,123.01,6.0,346,215.68,212,0,0,0,0
1,4,4,1.98859,12,45,32.75,0,7,0.03,6.25,1236,786.04,806,0,0,0,0
1,3,3,1.5849600000000001,3,0,25.33,0,7,80.67,6.0,1237,787.03,807,0,0,0,0
1,1,1,0.0,1,1,74.0,0,3,0.23,11.0,1238,788.02,808,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1239,789.02,0,0,0,0,0
1,1,1,0.0,2,2,74.0,0,3,0.01,12.0,1240,790.0,809,0,0,0,0
1,1,1,0.0,2,0,66.0,0,4,154.15,12.0,1789,1200.46,949,0,0,0,0
1,3,3,1.35713,27,1,197.33,0,7,2.44,13.0,1790,1200.09,950,1,0,0,0
1,3,9,3.1200900000000003,355,1,36.44,0,7,0.86,6.67,1791,1200.91,998,1,1,1,1
1,1,1,0.0,72,0,0.0,0,0,0.0,0.0,14,12.51,0,0,0,0,0
1,2,2,0.315997,20,15,251.5,0,4,32.97,7.0,15,13.51,14,0,0,0,0
1,3,5,2.25435,227,13,76.4,0,7,0.02,12.2,1792,1201.64,999,1,1,1,1
1,3,3,1.43716,90,2,134.33,0,7,0.01,20.67,1793,1202.56,1000,1,1,1,1
2,6,19,3.7288099999999997,523,26,63.11,0,6,5.95,1.21,289,182.7,252,0,0,0,0
2,6,19,3.7288099999999997,26,523,89.26,0,6,0.03,1.26,290,183.69,254,0,0,0,0
2,6,44,4.76841,1511,223,40.32,0,6,6.98,0.66,291,184.69,256,0,0,0,0
1,1,1,0.0,1,1,494.0,0,3,95.31,6.0,94,65.35,75,0,0,0,0
1,1,1,0.0,5,0,404.0,0,4,0.94,15.0,16,14.48,15,0,0,0,0
1,1,1,0.0,21,27,222.0,0,4,26.97,10.0,17,15.48,16,1,0,0,0
1,2,4,1.9749400000000001,5,4,153.0,0,6,63.82,12.5,1794,1201.56,951,0,0,0,0
1,1,1,0.0,164,157,216.0,0,4,0.05,11.0,18,16.48,17,0,1,1,1
1,1,1,0.0,9,5,991.0,0,3,22.83,12.0,1241,788.42,8,0,0,0,0
1,1,2,1.0,7,5,92.0,0,1,3.76,1.0,1242,789.39,810,0,0,0,0
2,2,2,0.650022,15,9,527.0,1,4,14.9,6.0,1243,790.37,820,0,0,0,0
1,3,3,0.35694699999999996,0,333,347.0,0,9,11.66,35.67,1244,791.23,14,0,0,0,0
1,3,3,0.36498800000000003,0,342,352.0,0,8,127.57,27.0,1245,792.23,15,0,0,0,0
1,2,2,0.8112779999999999,3,1,120.5,0,8,23.62,25.5,1246,793.01,812,0,0,0,0
1,2,2,1.0,2,0,122.5,0,8,90.54,20.5,1247,794.0,813,0,0,0,0
1,1,1,0.0,1,1,238.0,0,5,23.17,25.0,292,185.31,5,0,0,0,0
